number,value,datetime_start,datetime_complete,duration,params_fast,params_macd_fast,params_macd_signal,params_macd_slow,params_rsi_period,params_rsi_threshold,params_slow,params_take_profit,params_trend_sma_period,state
323,54040.71710698974,2025-09-03 12:21:10.939034,2025-09-03 12:22:06.568968,0 days 00:00:55.629934,10,19,9,49,25,63,30,1.8484874441507562,6,COMPLETE
324,246264.82056891304,2025-09-03 12:21:21.909662,2025-09-03 12:22:15.067148,0 days 00:00:53.157486,10,19,9,49,25,63,30,4.558990176427194,6,COMPLETE
325,97785.49430514146,2025-09-03 12:21:36.368286,2025-09-03 12:22:32.595011,0 days 00:00:56.226725,6,20,8,49,27,63,30,4.102482134283298,7,COMPLETE
326,2125.0124196894867,2025-09-03 12:21:55.619130,2025-09-03 12:22:51.314446,0 days 00:00:55.695316,6,20,8,49,27,63,231,4.0828310914523565,7,COMPLETE
327,177798.67187693508,2025-09-03 12:22:06.634227,2025-09-03 12:23:02.896824,0 days 00:00:56.262597,7,20,8,48,27,63,33,4.542945554077961,7,COMPLETE
328,90940.16916855652,2025-09-03 12:22:15.142024,2025-09-03 12:23:11.896390,0 days 00:00:56.754366,6,19,8,30,24,63,39,4.5426252725369585,7,COMPLETE
329,103547.11308852787,2025-09-03 12:22:32.643584,2025-09-03 12:23:25.737738,0 days 00:00:53.094154,11,19,8,48,24,63,39,4.531622018380568,7,COMPLETE
330,177180.39538202176,2025-09-03 12:22:51.321067,2025-09-03 12:23:46.208768,0 days 00:00:54.887701,11,19,10,46,24,64,40,4.536159762447511,6,COMPLETE
331,169535.7609351131,2025-09-03 12:23:02.919331,2025-09-03 12:23:57.466097,0 days 00:00:54.546766,12,19,10,46,24,64,39,4.490593258328565,6,COMPLETE
332,29353.13904130837,2025-09-03 12:23:11.961080,2025-09-03 12:24:04.634662,0 days 00:00:52.673582,11,19,9,48,24,64,34,4.497006734184348,13,COMPLETE
333,10341.234692053285,2025-09-03 12:23:25.749833,2025-09-03 12:24:17.478799,0 days 00:00:51.728966,10,19,9,45,24,66,132,1.142828986615524,6,COMPLETE
334,137909.41426005872,2025-09-03 12:23:46.235352,2025-09-03 12:24:37.055305,0 days 00:00:50.819953,9,20,9,48,25,62,34,4.613430643506783,5,COMPLETE
335,117641.44875517488,2025-09-03 12:23:57.543202,2025-09-03 12:24:51.271953,0 days 00:00:53.728751,9,20,9,45,25,62,34,4.647275928918663,5,COMPLETE
336,468301.9730221133,2025-09-03 12:24:04.673401,2025-09-03 12:24:58.442133,0 days 00:00:53.768732,9,20,9,49,25,66,30,4.6415450155507,5,COMPLETE
337,137568.0688372963,2025-09-03 12:24:17.506919,2025-09-03 12:25:10.854221,0 days 00:00:53.347302,9,20,9,49,25,62,34,4.635644126401193,5,COMPLETE
338,100819.7075253465,2025-09-03 12:24:37.130794,2025-09-03 12:25:29.189480,0 days 00:00:52.058686,14,20,9,49,26,62,34,4.649648221800849,5,COMPLETE
339,147135.8891297324,2025-09-03 12:24:51.321669,2025-09-03 12:25:43.195998,0 days 00:00:51.874329,14,20,9,49,26,61,30,4.441896090254795,5,COMPLETE
340,134844.36665109976,2025-09-03 12:24:58.487826,2025-09-03 12:25:51.864285,0 days 00:00:53.376459,13,20,9,50,26,67,30,4.399337410628539,5,COMPLETE
341,197910.82712927408,2025-09-03 12:25:10.881223,2025-09-03 12:26:02.690035,0 days 00:00:51.808812,12,20,9,50,26,66,30,4.425012600555765,5,COMPLETE
342,190092.2331127728,2025-09-03 12:25:29.264556,2025-09-03 12:26:21.566529,0 days 00:00:52.301973,12,20,9,50,26,67,30,4.421771666473967,5,COMPLETE
343,156182.04129059392,2025-09-03 12:25:43.223079,2025-09-03 12:26:35.312076,0 days 00:00:52.088997,12,19,8,50,25,66,30,4.18319657128791,5,COMPLETE
344,-inf,2025-09-03 12:25:51.954875,2025-09-03 12:25:55.584752,0 days 00:00:03.629877,58,19,8,50,25,66,38,4.15208421073427,21,COMPLETE
345,220139.89266361343,2025-09-03 12:25:55.601802,2025-09-03 12:26:47.366620,0 days 00:00:51.764818,10,19,8,50,25,65,30,4.333222210149936,5,COMPLETE
346,181028.84494916443,2025-09-03 12:26:02.733200,2025-09-03 12:26:55.369622,0 days 00:00:52.636422,10,19,8,47,25,65,37,4.307998509119121,5,COMPLETE
347,159328.74970491047,2025-09-03 12:26:21.578332,2025-09-03 12:27:13.499498,0 days 00:00:51.921166,10,19,8,47,25,65,37,4.339258896199081,6,COMPLETE
348,142198.06542338792,2025-09-03 12:26:35.313181,2025-09-03 12:27:28.756886,0 days 00:00:53.443705,10,18,8,49,25,65,37,4.016547306488155,6,COMPLETE
349,152690.2258584134,2025-09-03 12:26:47.383305,2025-09-03 12:27:37.906406,0 days 00:00:50.523101,10,18,8,49,25,65,37,4.304720595445791,6,COMPLETE
350,75105.0280723671,2025-09-03 12:26:55.381353,2025-09-03 12:27:47.361308,0 days 00:00:51.979955,10,18,8,49,16,65,42,2.982559278822952,6,COMPLETE
351,116547.4486184894,2025-09-03 12:27:13.532680,2025-09-03 12:28:06.240001,0 days 00:00:52.707321,9,18,8,49,23,65,40,4.030961957178964,6,COMPLETE
352,16011.000768226006,2025-09-03 12:27:28.774055,2025-09-03 12:28:21.145309,0 days 00:00:52.371254,8,17,12,49,23,64,42,4.271418388064689,14,COMPLETE
353,5179.949702196818,2025-09-03 12:27:37.931533,2025-09-03 12:28:32.380345,0 days 00:00:54.448812,8,17,7,50,23,64,43,3.0140668351085167,26,COMPLETE
354,50692.41125423004,2025-09-03 12:27:47.388587,2025-09-03 12:28:42.111950,0 days 00:00:54.723363,30,19,7,50,23,64,34,4.203697579528356,5,COMPLETE
355,136048.22344402657,2025-09-03 12:28:06.288168,2025-09-03 12:28:57.783658,0 days 00:00:51.495490,7,17,7,50,12,64,34,4.212115690667088,5,COMPLETE
356,12033.280959649883,2025-09-03 12:28:21.151787,2025-09-03 12:29:13.619830,0 days 00:00:52.468043,7,19,7,50,24,64,34,4.1937837002426,26,COMPLETE
357,194617.9877283833,2025-09-03 12:28:32.413173,2025-09-03 12:29:23.777596,0 days 00:00:51.364423,7,19,9,48,24,64,34,4.165681747763338,5,COMPLETE
358,11514.375386384047,2025-09-03 12:28:42.159281,2025-09-03 12:29:34.517498,0 days 00:00:52.358217,7,19,9,48,24,66,151,4.48789741525716,5,COMPLETE
359,208238.48066339327,2025-09-03 12:28:57.800694,2025-09-03 12:29:48.506552,0 days 00:00:50.705858,11,19,9,48,24,63,34,4.471641499422384,5,COMPLETE
360,168056.9741622254,2025-09-03 12:29:13.664074,2025-09-03 12:30:04.745018,0 days 00:00:51.080944,13,19,9,48,24,66,30,4.488522203094091,5,COMPLETE
361,157831.38807233283,2025-09-03 12:29:23.820343,2025-09-03 12:30:20.964661,0 days 00:00:57.144318,13,20,9,48,25,66,30,4.492839970950867,6,COMPLETE
362,-inf,2025-09-03 12:29:34.524236,2025-09-03 12:29:38.918207,0 days 00:00:04.393971,65,20,8,48,25,66,30,4.3575337560727005,6,COMPLETE
363,102897.8966095237,2025-09-03 12:29:38.924307,2025-09-03 12:53:31.970277,0 days 00:23:53.045970,15,20,9,49,25,63,34,4.8247625982177995,6,COMPLETE
364,133770.83437255857,2025-09-03 12:29:48.523883,2025-09-03 12:53:39.075942,0 days 00:23:50.552059,13,20,9,49,25,63,30,4.569975354322498,6,COMPLETE
