number,value,datetime_start,datetime_complete,duration,params_rsi_oversold,params_rsi_period,params_stoch_d_period,params_stoch_k_period,params_stoch_overbought,params_stoch_oversold,params_stoch_smooth_period,state
905,3746.019800807182,2025-07-01 16:05:05.658176,2025-07-01 17:26:43.056289,0 days 01:21:37.398113,2,12,10,19,83,21,2,COMPLETE
906,1067.1373387371332,2025-07-01 16:05:05.686343,2025-07-01 17:59:38.228840,0 days 01:54:32.542497,0,13,10,21,83,22,2,COMPLETE
907,2426.6536833300197,2025-07-01 16:05:05.708587,2025-07-01 18:08:03.460840,0 days 02:02:57.752253,0,13,10,21,83,21,2,COMPLETE
908,3746.019800807182,2025-07-01 16:05:05.709993,2025-07-01 18:09:03.602187,0 days 02:03:57.892194,2,13,10,19,83,21,2,COMPLETE
909,1067.1373387371332,2025-07-01 16:05:05.774029,2025-07-01 18:02:50.429522,0 days 01:57:44.655493,0,13,10,21,83,22,2,COMPLETE
910,2426.6536833300197,2025-07-01 16:05:05.796184,2025-07-01 18:02:50.555301,0 days 01:57:44.759117,0,13,10,21,83,21,2,COMPLETE
911,2583.442771355203,2025-07-01 16:05:05.810401,2025-07-01 18:09:24.227075,0 days 02:04:18.416674,0,13,10,20,83,24,2,COMPLETE
912,1067.1373387371332,2025-07-01 16:05:05.832096,2025-07-01 17:51:08.766778,0 days 01:46:02.934682,0,13,10,21,83,22,2,COMPLETE
913,4914.859374016971,2025-07-01 16:05:05.849281,2025-07-01 18:06:56.371501,0 days 02:01:50.522220,0,14,10,20,90,21,2,COMPLETE
914,1067.1373387371332,2025-07-01 16:05:05.855846,2025-07-01 18:07:29.813000,0 days 02:02:23.957154,0,13,10,21,83,22,2,COMPLETE
915,1067.1373387371332,2025-07-01 16:05:05.873808,2025-07-01 17:52:37.888467,0 days 01:47:32.014659,0,13,10,21,83,22,2,COMPLETE
916,1600.8879989216312,2025-07-01 16:05:05.893370,2025-07-01 18:08:32.645852,0 days 02:03:26.752482,1,12,10,21,90,23,2,COMPLETE
917,2426.6536833300197,2025-07-01 16:05:05.922006,2025-07-01 18:09:14.425125,0 days 02:04:08.503119,1,13,10,21,83,21,2,COMPLETE
918,3913.416323365813,2025-07-01 16:05:05.948205,2025-07-01 18:07:52.780633,0 days 02:02:46.832428,0,13,10,21,82,21,2,COMPLETE
919,2426.6536833300197,2025-07-01 16:05:06.025401,2025-07-01 18:09:17.241900,0 days 02:04:11.216499,1,13,10,21,83,21,2,COMPLETE
920,1067.1373387371332,2025-07-01 16:05:06.044354,2025-07-01 18:06:53.439976,0 days 02:01:47.395622,1,12,10,21,83,22,2,COMPLETE
921,1316.904598384408,2025-07-01 16:05:06.109561,2025-07-01 17:44:58.939150,0 days 01:39:52.829589,0,13,10,21,90,22,2,COMPLETE
922,2666.4670559321985,2025-07-01 16:05:06.207297,2025-07-01 18:03:38.776768,0 days 01:58:32.569471,0,13,10,21,90,21,2,COMPLETE
923,4001.9484021348962,2025-07-01 16:05:06.253991,2025-07-01 18:01:50.137034,0 days 01:56:43.883043,2,13,10,20,83,22,2,COMPLETE
924,2426.6536833300197,2025-07-01 16:05:06.261600,2025-07-01 18:06:27.202748,0 days 02:01:20.941148,0,13,10,21,83,21,2,COMPLETE
925,2426.6536833300197,2025-07-01 16:05:06.273416,2025-07-01 18:07:03.387951,0 days 02:01:57.114535,0,12,10,21,83,21,2,COMPLETE
926,2666.4670559321985,2025-07-01 16:05:06.297158,2025-07-01 18:06:19.043971,0 days 02:01:12.746813,0,13,10,21,90,21,2,COMPLETE
927,1067.1373387371332,2025-07-01 16:05:06.331752,2025-07-01 18:07:55.284767,0 days 02:02:48.953015,0,14,10,21,83,22,2,COMPLETE
928,935.077454795739,2025-07-01 16:05:06.365653,2025-07-01 18:09:18.639459,0 days 02:04:12.273806,0,13,9,20,83,22,2,COMPLETE
929,2426.6536833300197,2025-07-01 16:05:06.372597,2025-07-01 18:02:27.002335,0 days 01:57:20.629738,0,13,10,21,83,21,2,COMPLETE
930,1952.3856986664869,2025-07-01 16:05:06.453459,2025-07-01 18:08:42.671350,0 days 02:03:36.217891,0,13,9,21,83,21,2,COMPLETE
931,2426.6536833300197,2025-07-01 16:05:06.466872,2025-07-01 18:03:30.874381,0 days 01:58:24.407509,2,13,10,21,83,21,2,COMPLETE
932,6490.711729255494,2025-07-01 16:05:06.499802,2025-07-01 18:09:21.520993,0 days 02:04:15.021191,0,13,10,20,82,21,2,COMPLETE
933,3913.416323365813,2025-07-01 16:05:06.533917,2025-07-01 18:09:21.267447,0 days 02:04:14.733530,0,13,10,21,82,21,2,COMPLETE
934,4914.859374016971,2025-07-01 16:05:06.572568,2025-07-01 18:08:25.207607,0 days 02:03:18.635039,0,13,10,20,90,21,2,COMPLETE
935,2426.6536833300197,2025-07-01 16:05:06.653205,2025-07-01 18:06:34.376567,0 days 02:01:27.723362,1,13,10,21,83,21,2,COMPLETE
936,1720.5211960603738,2025-07-01 16:05:06.656794,2025-07-01 18:02:28.033978,0 days 01:57:21.377184,13,13,9,21,83,21,2,COMPLETE
937,5224.361653269929,2025-07-01 16:05:06.676901,2025-07-01 17:58:49.762186,0 days 01:53:43.085285,0,13,9,21,90,21,2,COMPLETE
938,4184.393233971674,2025-07-01 16:05:06.707940,2025-07-01 18:09:22.444825,0 days 02:04:15.736885,0,13,10,20,83,21,2,COMPLETE
939,1067.1373387371332,2025-07-01 16:05:06.748447,2025-07-01 18:09:19.198755,0 days 02:04:12.450308,0,12,10,21,83,22,2,COMPLETE
940,2426.6536833300197,2025-07-01 16:05:06.791562,2025-07-01 18:05:58.442966,0 days 02:00:51.651404,1,13,10,21,83,21,2,COMPLETE
941,2976.034986549692,2025-07-01 16:05:06.793315,2025-07-01 18:03:38.037030,0 days 01:58:31.243715,14,13,10,21,83,20,2,COMPLETE
942,1952.3856986664869,2025-07-01 16:05:06.858178,2025-07-01 18:07:35.659511,0 days 02:02:28.801333,0,13,9,21,83,21,2,COMPLETE
943,2666.4670559321985,2025-07-01 16:05:06.893972,2025-07-01 18:08:52.935658,0 days 02:03:46.041686,0,12,10,21,90,21,2,COMPLETE
944,2426.6536833300197,2025-07-01 16:05:06.895876,2025-07-01 18:09:07.032418,0 days 02:04:00.136542,0,13,10,21,83,21,2,COMPLETE
945,2426.6536833300197,2025-07-01 16:05:06.902667,2025-07-01 18:02:57.447700,0 days 01:57:50.545033,0,13,10,21,83,21,2,COMPLETE
946,1067.1373387371332,2025-07-01 16:05:06.913911,2025-07-01 18:09:23.526973,0 days 02:04:16.613062,0,13,10,21,83,22,2,COMPLETE
947,994.4792441358386,2025-07-01 16:05:06.915194,2025-07-01 18:04:10.520573,0 days 01:59:03.605379,0,13,10,21,83,23,2,COMPLETE
948,2426.6536833300197,2025-07-01 16:05:07.008596,2025-07-01 18:08:32.737628,0 days 02:03:25.729032,0,13,10,21,83,21,2,COMPLETE
949,2666.4670559321985,2025-07-01 16:05:07.119012,2025-07-01 18:09:00.935646,0 days 02:03:53.816634,1,13,10,21,90,21,2,COMPLETE
950,1952.3856986664869,2025-07-01 16:05:07.206784,2025-07-01 18:09:23.773345,0 days 02:04:16.566561,1,13,9,21,83,21,2,COMPLETE
951,1115.129327292274,2025-07-01 16:05:07.330482,2025-07-01 18:08:45.097413,0 days 02:03:37.766931,0,13,10,21,84,22,2,COMPLETE
952,2426.6536833300197,2025-07-01 16:05:07.364877,2025-07-01 18:08:59.857402,0 days 02:03:52.492525,2,13,10,21,83,21,2,COMPLETE
953,2426.6536833300197,2025-07-01 16:05:07.430127,2025-07-01 18:03:33.096372,0 days 01:58:25.666245,0,12,10,21,83,21,2,COMPLETE
954,2666.4670559321985,2025-07-01 16:05:07.458138,2025-07-01 18:09:19.676388,0 days 02:04:12.218250,1,12,10,21,90,21,2,COMPLETE
955,2426.6536833300197,2025-07-01 16:05:07.537218,2025-07-01 17:19:17.990350,0 days 01:14:10.453132,1,12,10,21,83,21,2,COMPLETE
956,2426.6536833300197,2025-07-01 16:05:07.567667,2025-07-01 18:09:19.306633,0 days 02:04:11.738966,2,13,10,21,83,21,2,COMPLETE
957,1316.904598384408,2025-07-01 16:05:07.592531,2025-07-01 18:07:35.717784,0 days 02:02:28.125253,0,12,10,21,90,22,2,COMPLETE
958,1115.129327292274,2025-07-01 16:05:07.616513,2025-07-01 17:47:32.103954,0 days 01:42:24.487441,0,13,10,21,84,22,2,COMPLETE
959,4388.850254775236,2025-07-01 16:05:07.652053,2025-07-01 18:09:15.368819,0 days 02:04:07.716766,0,13,10,19,83,22,2,COMPLETE
960,3746.019800807182,2025-07-01 16:05:07.653239,2025-07-01 17:29:55.872812,0 days 01:24:48.219573,0,13,10,19,83,21,2,COMPLETE
961,1067.1373387371332,2025-07-01 16:05:07.696749,2025-07-01 18:05:45.945112,0 days 02:00:38.248363,0,13,10,21,83,22,2,COMPLETE
962,4645.900643495446,2025-07-01 16:05:07.736907,2025-07-01 18:08:51.618865,0 days 02:03:43.881958,0,12,10,21,83,19,2,COMPLETE
963,2426.6536833300197,2025-07-01 16:05:07.909909,2025-07-01 18:04:25.602540,0 days 01:59:17.692631,1,13,10,21,83,21,2,COMPLETE
964,4914.859374016971,2025-07-01 16:05:08.031473,2025-07-01 18:08:54.212833,0 days 02:03:46.181360,0,12,10,20,90,21,2,COMPLETE
965,2426.6536833300197,2025-07-01 16:05:08.085917,2025-07-01 18:07:33.432436,0 days 02:02:25.346519,0,13,10,21,83,21,2,COMPLETE
966,4388.850254775236,2025-07-01 16:05:08.128298,2025-07-01 18:09:03.980627,0 days 02:03:55.852329,0,13,10,19,83,22,2,COMPLETE
967,2426.6536833300197,2025-07-01 16:05:08.199968,2025-07-01 18:09:24.408190,0 days 02:04:16.208222,0,13,10,21,83,21,2,COMPLETE
968,2426.6536833300197,2025-07-01 16:05:08.226637,2025-07-01 17:54:37.024129,0 days 01:49:28.797492,0,12,10,21,83,21,2,COMPLETE
969,4184.393233971674,2025-07-01 16:05:08.280343,2025-07-01 18:09:22.421690,0 days 02:04:14.141347,0,11,10,20,83,21,2,COMPLETE
970,1952.3856986664869,2025-07-01 16:05:08.317355,2025-07-01 18:07:28.265754,0 days 02:02:19.948399,0,14,9,21,83,21,2,COMPLETE
971,2426.6536833300197,2025-07-01 16:05:08.419729,2025-07-01 17:59:20.138146,0 days 01:54:11.718417,0,13,10,21,83,21,2,COMPLETE
972,2666.4670559321985,2025-07-01 16:05:08.420888,2025-07-01 18:05:43.578849,0 days 02:00:35.157961,1,13,10,21,90,21,2,COMPLETE
973,6490.711729255494,2025-07-01 16:05:08.466000,2025-07-01 18:08:56.131291,0 days 02:03:47.665291,0,13,10,20,82,21,2,COMPLETE
974,9034.92848276006,2025-07-01 16:05:08.546655,2025-07-01 18:06:44.210729,0 days 02:01:35.664074,1,13,10,21,89,19,2,COMPLETE
975,2666.4670559321985,2025-07-01 16:05:08.625066,2025-07-01 18:08:22.489599,0 days 02:03:13.864533,0,13,10,21,90,21,2,COMPLETE
976,4001.9484021348962,2025-07-01 16:05:08.636773,2025-07-01 18:09:20.269662,0 days 02:04:11.632889,0,14,10,20,83,22,2,COMPLETE
977,2666.4670559321985,2025-07-01 16:05:08.753302,2025-07-01 18:04:34.495539,0 days 01:59:25.742237,0,13,10,21,90,21,2,COMPLETE
978,2426.6536833300197,2025-07-01 16:05:08.850284,2025-07-01 18:07:00.855662,0 days 02:01:52.005378,1,13,10,21,83,21,2,COMPLETE
979,2426.6536833300197,2025-07-01 16:05:08.865353,2025-07-01 18:08:44.599694,0 days 02:03:35.734341,1,13,10,21,83,21,2,COMPLETE
980,2426.6536833300197,2025-07-01 16:05:08.877533,2025-07-01 18:09:20.870950,0 days 02:04:11.993417,0,13,10,21,83,21,2,COMPLETE
981,2426.6536833300197,2025-07-01 16:05:09.024068,2025-07-01 18:05:17.643094,0 days 02:00:08.619026,1,13,10,21,83,21,2,COMPLETE
982,2426.6536833300197,2025-07-01 16:05:09.072683,2025-07-01 17:31:58.942417,0 days 01:26:49.869734,0,13,10,21,83,21,2,COMPLETE
983,1952.3856986664869,2025-07-01 16:05:09.158320,2025-07-01 18:07:59.898350,0 days 02:02:50.740030,2,13,9,21,83,21,2,COMPLETE
984,2426.6536833300197,2025-07-01 16:05:09.190974,2025-07-01 18:06:04.280288,0 days 02:00:55.089314,0,13,10,21,83,21,2,COMPLETE
985,3931.606676511932,2025-07-01 16:05:09.271368,2025-07-01 18:09:07.580869,0 days 02:03:58.309501,0,13,10,21,83,20,2,COMPLETE
986,1067.1373387371332,2025-07-01 16:05:09.277521,2025-07-01 18:08:57.420463,0 days 02:03:48.142942,0,13,10,21,83,22,2,COMPLETE
987,1067.1373387371332,2025-07-01 16:05:09.281681,2025-07-01 18:09:23.582066,0 days 02:04:14.300385,1,13,10,21,83,22,2,COMPLETE
988,3955.5572274026854,2025-07-01 16:05:09.294080,2025-07-01 18:05:43.315730,0 days 02:00:34.021650,0,13,10,20,83,20,2,COMPLETE
989,805.1663042890032,2025-07-01 16:05:09.306414,2025-07-01 17:57:54.375484,0 days 01:52:45.069070,1,12,9,21,83,22,2,COMPLETE
990,2426.6536833300197,2025-07-01 16:05:09.373386,2025-07-01 18:08:49.432425,0 days 02:03:40.059039,0,13,10,21,83,21,2,COMPLETE
991,2426.6536833300197,2025-07-01 16:05:09.467588,2025-07-01 18:06:49.943103,0 days 02:01:40.475515,1,12,10,21,83,21,2,COMPLETE
992,1952.3856986664869,2025-07-01 16:05:09.629239,2025-07-01 18:06:59.966865,0 days 02:01:50.337626,0,12,9,21,83,21,2,COMPLETE
993,2666.4670559321985,2025-07-01 16:05:09.637996,2025-07-01 18:09:24.248633,0 days 02:04:14.610637,1,14,10,21,90,21,2,COMPLETE
994,2426.6536833300197,2025-07-01 16:05:09.644614,2025-07-01 18:09:13.233523,0 days 02:04:03.588909,1,13,10,21,83,21,2,COMPLETE
995,2143.8903348654367,2025-07-01 16:05:09.830295,2025-07-01 18:08:29.272631,0 days 02:03:19.442336,13,13,10,21,83,21,2,COMPLETE
996,1573.5927879058436,2025-07-01 16:05:09.863395,2025-07-01 17:54:32.184570,0 days 01:49:22.321175,16,12,10,21,83,21,2,COMPLETE
997,4706.415067876996,2025-07-01 16:05:09.880490,2025-07-01 18:08:06.409892,0 days 02:02:56.529402,0,13,10,21,84,20,2,COMPLETE
998,4184.393233971674,2025-07-01 16:05:10.805168,2025-07-01 18:05:14.261869,0 days 02:00:03.456701,0,13,10,20,83,21,2,COMPLETE
999,2666.4670559321985,2025-07-01 16:05:13.848023,2025-07-01 18:09:22.625168,0 days 02:04:08.777145,0,13,10,21,90,21,2,COMPLETE
